wdid,facility_name,place_county,facility_region,month,enforcement_count,total_assessment_sum,liability_sum,project_sum
5D152037001,Bear Valley CSD WWTF,Kern,5F,2000-03-01,1,0.0,0.0,0.0
5C101008001,Lakeshore Resort,Fresno,5F,2005-12-01,1,0.0,0.0,0.0
4B196000365,Office Building Parking Garage,Los Angeles,4,2018-08-01,1,9000.0,9000.0,0.0
5A472010001,California Cedar Products Mill,Siskiyou,5R,1995-07-01,1,10000.0,10000.0,0.0
5C240108001,Merced WWTF,Merced,5F,2008-08-01,1,0.0,0.0,0.0
9 000000743,Carlsbad City CS,San Diego,9,2002-01-01,1,0.0,0.0,0.0
9 000000105,Indian Oaks Trailer Ranch,Riverside,9,2003-08-01,1,0.0,0.0,0.0
5D100116001,San Joaquin WWTF,Fresno,5F,2010-01-01,1,0.0,0.0,0.0
7A331008011,Country Squire RV MHP 97-50060,Riverside,7,2005-02-01,1,0.0,0.0,0.0
5A09NP00006,Flow Fire Hydrants Placerville,El Dorado,5S,2016-06-01,1,0.0,0.0,0.0
5D152037001,Bear Valley CSD WWTF,Kern,5F,2013-08-01,1,0.0,0.0,0.0
7A331172011,Hidden Springs CC 97-50036,Riverside,7,2017-09-01,1,0.0,0.0,0.0
8 360114003,Margaret H Chandler WWRF,San Bernardino,8,1987-03-01,1,0.0,0.0,0.0
5SSO10912,Sacramento Area Sewer District CS,Sacramento,5S,2014-08-01,1,0.0,0.0,0.0
9SSO10658,San Diego City CS (Wastewater Collection System),San Diego,9,2013-05-01,1,622707.0,622707.0,0.0
5C502003001,Sconza Candy Company,Stanislaus,5S,2015-06-01,1,0.0,0.0,0.0
5SSO10912,Sacramento Area Sewer District CS,Sacramento,5S,2015-06-01,1,0.0,0.0,0.0
9 000000506,"GW Extraction, Mission Valley Terminal, 9950 San Diego Mission Road",San Diego,9,2002-08-01,1,0.0,0.0,0.0
9 000000506,"GW Extraction, Mission Valley Terminal, 9950 San Diego Mission Road",San Diego,9,2004-05-01,1,3000.0,3000.0,0.0
4A560107001,Ventura WRF,Ventura,4,2011-02-01,1,594000.0,295500.0,0.0
5D100124001,Malaga CWD WWTF,Fresno,5F,2016-04-01,1,1036728.0,1036728.0,0.0
3 440102001,Santa Cruz WWTP,Santa Cruz,3,2003-09-01,2,18000.0,4050.0,0.0
3 440102001,Santa Cruz WWTP,Santa Cruz,3,2002-09-01,2,80000.0,80000.0,0.0
4WIP1130232,Armik Auto Repair,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
5A51NP00012,Yuba City Ms4 Phase II,Sutter,5S,2004-11-01,1,0.0,0.0,0.0
5A04CR00144,Hwy 70 @ Ophir Road STIP But 70 PM 10-13.6,Butte,5R,2009-01-01,1,0.0,0.0,0.0
1B171738CHUM,Matthew Pipis,Humboldt,1,2018-05-01,1,0.0,0.0,0.0
1A170713CTRI,True Malle,Trinity,1,2018-05-01,1,0.0,0.0,0.0
7A361007001,Yucca Falls RV Resort,San Bernardino,7,2004-01-01,1,0.0,0.0,0.0
5C200800001,CDC CCWF & VSP WWTF,Madera,5F,2000-08-01,1,0.0,0.0,0.0
6B368907002,Ace Cogeneration Facility/Ash,San Bernardino,6B,2001-01-01,1,0.0,0.0,0.0
6A180010000,Herlong Solid WDS,Lassen,6A,1992-08-01,1,750.0,750.0,0.0
5A525020N01,Linda Vaca Dairy,Yolo,5R,1999-04-01,1,0.0,0.0,0.0
5C54NC00227,Rio Blanco Dairy,Tulare,5F,2013-09-01,1,0.0,0.0,0.0
4B196400050,The Gas Company Tower,Los Angeles,4,2001-03-01,1,0.0,0.0,0.0
5A17NP00006,Clearlake MS4 Phase II,Lake,5S,2010-10-01,1,0.0,0.0,0.0
4B196000502,Alameda Mid-Corridor Pipline R,Los Angeles,4,2000-04-01,1,0.0,0.0,0.0
4A568201013,Big Sycamore Maintenance Station,Ventura,4,2017-03-01,1,0.0,0.0,0.0
1B171364CHUM,"Eubanks Farms #2",Humboldt,1,2018-05-01,1,0.0,0.0,0.0
5B50NC00267,"GJC Dairy, Inc.",Stanislaus,5S,2013-08-01,1,0.0,0.0,0.0
4A566600116,"Mobil SS #18-H7A",Ventura,4,2000-05-01,1,0.0,0.0,0.0
5D545137N01,Fernjo Heifers,Tulare,5F,2010-07-01,1,0.0,0.0,0.0
9SSO10653,City of Laguna Beach CS,Orange,9,2010-08-01,1,0.0,0.0,0.0
5B390309001,Arcady Oil Class III Drilling Mud Disposal Site,San Joaquin,5S,1990-01-01,1,0.0,0.0,0.0
9 000000077,Santa Maria WWTP,San Diego,9,1995-04-01,1,0.0,0.0,0.0
3 440113001,The Inn at Pasatiempo,Santa Cruz,3,1999-03-01,1,500.0,500.0,0.0
4B196000398,The Trillium,Los Angeles,4,2013-02-01,1,192000.0,192000.0,0.0
5B50NP00014,Oakdale MS4 Phase II,NA,5S,2006-12-01,1,0.0,0.0,0.0
4B196000144,Sherman Oaks Branch,Los Angeles,4,2008-11-01,1,30000.0,30000.0,0.0
5SSO10888,Cascade Shores CS,Nevada,5S,2012-04-01,1,0.0,0.0,0.0
2 019457001,Pigeon Pass SR 84 Realign Project,Alameda,2,2007-10-01,1,0.0,0.0,0.0
4B196000333,Page Museum @ La Brea Tar Pits,Los Angeles,4,2001-01-01,1,0.0,0.0,0.0
5C16NC00028,Santa Anita Dairy,Kings,5F,2013-08-01,1,0.0,0.0,0.0
5B50NC00228,S & S 2 Dairy,Stanislaus,5S,2011-05-01,1,7400.0,7400.0,0.0
6B368905005,West End Plant,San Bernardino,6B,2005-01-01,1,0.0,0.0,0.0
4B196000216,Cerritos Sheriff Station,Los Angeles,4,2018-10-01,1,3000.0,3000.0,0.0
5B50NC00215,Carlos Estacio & Sons Dairy,Stanislaus,5S,2017-09-01,1,0.0,0.0,0.0
5B50NC00267,"GJC Dairy, Inc.",Stanislaus,5S,2016-04-01,1,0.0,0.0,0.0
5A520703001,Tehama-Colusa Canal Facility Sewage,Tehama,5R,2006-03-01,1,0.0,0.0,0.0
5C54NC00227,Rio Blanco Dairy,Tulare,5F,2004-08-01,1,0.0,0.0,0.0
9SSO10653,City of Laguna Beach CS,Orange,9,2012-03-01,1,0.0,0.0,0.0
6B368905005,West End Plant,San Bernardino,6B,2004-05-01,1,0.0,0.0,0.0
9SSO10653,City of Laguna Beach CS,Orange,9,2013-09-01,1,0.0,0.0,0.0
6A095900700,STPUD WWTP,El Dorado,6A,1987-04-01,1,0.0,0.0,0.0
5A310106001,Dry Creek WWTP,Placer,5S,2008-08-01,1,0.0,0.0,0.0
9 000000077,Santa Maria WWTP,San Diego,9,2000-05-01,1,0.0,0.0,0.0
5A09NC00002,EID Master Reclamation Permit,El Dorado,5S,2018-06-01,1,0.0,0.0,0.0
9 000000077,Santa Maria WWTP,San Diego,9,2000-06-01,1,0.0,0.0,0.0
5A450103001,Clear Creek WWTP,Shasta,5R,1999-12-01,2,0.0,0.0,0.0
6A095900700,STPUD WWTP,El Dorado,6A,1978-03-01,1,0.0,0.0,0.0
5A450103001,Clear Creek WWTP,Shasta,5R,2000-03-01,1,0.0,0.0,0.0
5A310106001,Dry Creek WWTP,Placer,5S,2011-03-01,1,0.0,0.0,0.0
5A450103001,Clear Creek WWTP,Shasta,5R,2001-02-01,3,0.0,0.0,0.0
5A310106007,Pleasant Grove WWTP,Placer,5S,2013-01-01,1,54000.0,54000.0,0.0
6A095900700,STPUD WWTP,El Dorado,6A,2001-05-01,1,0.0,0.0,0.0
5A450103001,Clear Creek WWTP,Shasta,5R,2002-05-01,1,0.0,0.0,0.0
5A310106001,Dry Creek WWTP,Placer,5S,2014-06-01,1,0.0,0.0,0.0
5A310106007,Pleasant Grove WWTP,Placer,5S,2015-05-01,1,0.0,0.0,0.0
5A450103001,Clear Creek WWTP,Shasta,5R,2016-04-01,1,0.0,0.0,0.0
5A310106007,Pleasant Grove WWTP,Placer,5S,2017-09-01,1,0.0,0.0,0.0
1A77009ODN,Xaan-Wan'-K'wvt Village & Resort (Ship Ashore Resort),Del Norte,1,2004-12-01,1,0.0,0.0,0.0
5A290300001,McCourtney Road LF,Nevada,5S,2000-06-01,1,0.0,0.0,0.0
5B050107004,Forest Meadows WWT & RP,Calaveras,5S,2000-01-01,1,0.0,0.0,0.0
4WIP1130949,California Offset Printers,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
5D155055N01,Dick Garriott Crop Dusting,Kern,5F,1991-04-01,1,0.0,0.0,0.0
4B191372N01,Aeronautical Etc LLC,Los Angeles,4,2001-03-01,1,0.0,0.0,0.0
3 279912001,Bilge Water Discharge,Monterey,3,2005-03-01,1,0.0,0.0,0.0
9 000001348,ALISO CREEK Mouth,Orange,9,2008-04-01,1,0.0,0.0,0.0
4B191019001,Sterling Ambassador Towers,Los Angeles,4,2000-02-01,1,0.0,0.0,0.0
6A299107002,Wolfe Estates Subdivision,Nevada,6A,2004-07-01,1,0.0,0.0,0.0
5SSO10891,City Of Brentwood CS,Contra Costa,5S,2012-08-01,1,0.0,0.0,0.0
4A197000007,ISCO Machinery,Los Angeles,4,2004-04-01,1,0.0,0.0,0.0
5D102134001,Wonderful Pistachios & Almonds Processing El Dorado-Coalinga Facility,Fresno,5F,2000-03-01,1,0.0,0.0,0.0
7A338888020,The Lakes Country Club,Riverside,7,2016-07-01,1,0.0,0.0,0.0
1B180159CHUM,Ryan Long Property,Humboldt,1,2018-10-01,1,0.0,0.0,0.0
1B171604CHUM,House and Octogon,Humboldt,1,2018-05-01,1,0.0,0.0,0.0
5B24NC00129,"GM Silva Dairies #2",Merced,5S,2010-08-01,1,0.0,0.0,0.0
5C220300001,Mariposa County Landfill,Mariposa,5F,1991-01-01,1,0.0,0.0,0.0
8 33X000012,Outlaw Gunite,Riverside,8,2002-06-01,1,0.0,0.0,0.0
3 440112001,Santa Cruz Co Medium Security Prison,Santa Cruz,3,2002-01-01,1,0.0,0.0,0.0
5B50NC00240,Garcia's Registered Jerseys,Stanislaus,5S,2015-05-01,1,0.0,0.0,0.0
5B09NC00006,Union Mine Disposal Site,El Dorado,5S,2007-03-01,1,0.0,0.0,0.0
4B197600072,"Well # 5 and 6",Los Angeles,4,2008-04-01,1,0.0,0.0,0.0
1B171067CMEN,Scott DeBisschop,Mendocino,1,2018-05-01,1,0.0,0.0,0.0
4A191144001,"Building A, Santiago Square",Los Angeles,4,2010-02-01,1,0.0,0.0,0.0
5C500300001,Bonzi Class III LF/Unclass. LF,Stanislaus,5S,1989-09-01,1,0.0,0.0,0.0
5D150301001,Lebec Septage Disposal Site,Kern,5F,2000-07-01,1,0.0,0.0,0.0
5C54NC00089,V2 Cattle,Tulare,5F,2002-11-01,1,0.0,0.0,0.0
2 21AP00012,Belvedere Lagoon POA - Aquatic Pesticides,Marin,2,2017-05-01,1,0.0,0.0,0.0
5B24NC00179,Silva Joe I & Son Dairy,Merced,5S,2013-04-01,1,3399.96,3399.96,0.0
4B192407001,Westway Terminal-Berths 70-71,Los Angeles,4,2006-04-01,1,0.0,0.0,0.0
3 351000001,Ridgemark Estates WWTP,San Benito,3,2000-09-01,1,0.0,0.0,0.0
5D152078001,Kern Ridge Growers Arvin Packing Shed,Kern,5F,2000-12-01,1,0.0,0.0,0.0
3 272021001,Versacold,Monterey,3,2006-12-01,1,0.0,0.0,0.0
8 362517001,Greenwaste -Western Greencycle,San Bernardino,8,2000-06-01,1,0.0,0.0,0.0
4WIP1110179,Bearing Incorporated,Los Angeles,4,2001-03-01,1,0.0,0.0,0.0
9 000000223,Skyline Ranch Country Club,San Diego,9,2002-03-01,1,0.0,0.0,0.0
5B050107004,Forest Meadows WWT & RP,Calaveras,5S,2002-04-01,1,0.0,0.0,0.0
3 420110001,Solvang WWTP,Santa Barbara,3,2001-03-01,2,0.0,0.0,0.0
7A360702011,USMC - Mainside WWTF,San Bernardino,7,2000-09-01,2,0.0,0.0,0.0
5D162027001,Baker Commodities Hanford Facility,Kings,5F,2011-10-01,1,0.0,0.0,0.0
8 330305002,Idyllwild Landfill,Riverside,8,1993-05-01,1,0.0,0.0,0.0
5C500300001,Bonzi Class III LF/Unclass. LF,Stanislaus,5S,2000-08-01,1,0.0,0.0,0.0
7A361002001,Sunwest Villas,San Bernardino,7,2002-06-01,1,0.0,0.0,0.0
5D152078001,Kern Ridge Growers Arvin Packing Shed,Kern,5F,2002-06-01,1,0.0,0.0,0.0
4B196000236,Cedars-Sinai Medical Center,Los Angeles,4,2017-11-01,1,6000.0,6000.0,0.0
3 275017001,"Monterey Mushrooms, Inc. 777 Maher Court Royal Oaks Facility",Monterey,3,2017-09-01,1,0.0,0.0,0.0
5A452008002,Fawndale Rock & Asphalt,Shasta,5R,2000-10-01,1,0.0,0.0,0.0
5D102069001,Nordman Reedley Distillery,Fresno,5F,2010-03-01,1,0.0,0.0,0.0
5C54NC00078,"Vida Boa Dairy #1",Tulare,5F,2005-04-01,1,0.0,0.0,0.0
5B390306001,Forward Landfill,San Joaquin,5S,2004-05-01,2,0.0,0.0,0.0
5B032000003,Sierra Pacific Industries - Martell Division,Amador,5S,2008-03-01,1,0.0,0.0,0.0
7A360702011,USMC - Mainside WWTF,San Bernardino,7,2009-09-01,1,0.0,0.0,0.0
7A360702011,USMC - Mainside WWTF,San Bernardino,7,2012-05-01,1,0.0,0.0,0.0
7A360702011,USMC - Mainside WWTF,San Bernardino,7,2001-06-01,1,0.0,0.0,0.0
5B390306001,Forward Landfill,San Joaquin,5S,2017-05-01,1,0.0,0.0,0.0
5B390306001,Forward Landfill,San Joaquin,5S,2018-05-01,1,0.0,0.0,0.0
3 420110001,Solvang WWTP,Santa Barbara,3,2002-06-01,3,0.0,0.0,0.0
2 071035002,West Contra Costa Sanitary Landfill,Contra Costa,2,1991-05-01,1,0.0,0.0,0.0
1B89052CNSO,Zollo Byrel,Sonoma,1,1989-11-01,1,0.0,0.0,0.0
5A11NC00014,"Vogts Holstein Dairies #1",Glenn,5S,2009-03-01,1,0.0,0.0,0.0
5SSO11015,Nw Regional Waste Disp Fac CS,Lake,5S,2011-12-01,1,0.0,0.0,0.0
4B198901086,8600 Wilshire,Los Angeles,4,2018-02-01,1,3000.0,3000.0,0.0
1B16766CHUM,Terra Organica LLC Co (Lambros Kokkinelis),Humboldt,1,2018-05-01,1,0.0,0.0,0.0
4A560103003,Moorpark WRF - WRR,Ventura,4,2000-04-01,1,0.0,0.0,0.0
6B360304018,Newberry-Class III Landfill,San Bernardino,6B,1999-09-01,1,0.0,0.0,0.0
1B03113CNSO,Greene Bank Stabilization Project,Sonoma,1,2003-06-01,1,0.0,0.0,0.0
4A567000077,Ojai Retreat,Ventura,4,2008-07-01,1,0.0,0.0,0.0
5B50NC00040,Hankal Trust Dairy,Stanislaus,5S,2012-11-01,1,0.0,0.0,0.0
5A450302002,Twin Bridges Landfill,Shasta,5R,2002-04-01,1,0.0,0.0,0.0
5SSO11492,Denair CSD CS,Stanislaus,5S,2012-04-01,1,0.0,0.0,0.0
5A57NC00017,Woodland Seed Processing Facility,Yolo,5S,2006-05-01,1,0.0,0.0,0.0
1A83014OSIS,Hi-Ridge Lumber Company,Siskiyou,1,2002-10-01,1,0.0,0.0,0.0
5D541020001,Lakeside Trailer Park,Tulare,5F,2008-07-01,1,0.0,0.0,0.0
5C54NC00019,Frank C. Lawrence Dairy,Tulare,5F,2010-01-01,1,0.0,0.0,0.0
5B50NC00293,CV 2,Stanislaus,5S,2016-05-01,1,0.0,0.0,0.0
5B24NC00106,John and Nicole Santos Dairy,Merced,5S,2014-03-01,1,0.0,0.0,0.0
5A041051001,Golden Oaks MHP,Butte,5R,2007-10-01,1,0.0,0.0,0.0
9SSO10645,"California State University, San Marcos CS",San Diego,9,2012-04-01,2,0.0,0.0,0.0
5A040108001,Butte CSA 21 Skansen Ponds and Rocky Bluffs,Butte,5R,2007-08-01,1,0.0,0.0,0.0
5D160801001,Corcoran State Prison WWTF,Kings,5F,2000-03-01,1,0.0,0.0,0.0
5C54NC00188,Nunes & Sons Dairy Inc.,Tulare,5F,2011-02-01,1,0.0,0.0,0.0
8 365345001,Juan Echeverria Dairy,San Bernardino,8,2001-07-01,1,0.0,0.0,0.0
5B030104001,Sutter Creek WWTP,Amador,5S,2000-10-01,2,8864.0,8864.0,0.0
5C502016001,Aggregate Mining Operations,Stanislaus,5S,2011-06-01,1,0.0,0.0,0.0
5D151054001,I5 Eastside Wastewater Discharge Ponds,Kern,5F,2001-10-01,1,0.0,0.0,0.0
5C54NC00133,former Cordeniz Ranch,Tulare,5F,2010-09-01,1,0.0,0.0,0.0
4B192348001,Air Products Manufacturing LLC,Los Angeles,4,2013-07-01,1,0.0,0.0,0.0
8 302612001,Frank R Bowerman Landfill,Orange,8,2000-08-01,1,0.0,0.0,0.0
5B50NC00189,Langworth Dairy,Stanislaus,5S,2015-08-01,1,0.0,0.0,0.0
5A320100001,Chester STP,Plumas,5R,2006-08-01,1,0.0,0.0,0.0
3 352017001,"Renewable Resources, LLC",San Benito,3,2005-06-01,1,0.0,0.0,0.0
6B140800002,Fish Springs Fish Hatch NPDES,Inyo,6B,2014-05-01,1,0.0,0.0,0.0
3 272030001,Capurro & SON Vegetable Packg,Monterey,3,2008-07-01,1,0.0,0.0,0.0
5D165087001,Frank Mendonca Heifer Ranch,Kings,5F,2005-05-01,1,0.0,0.0,0.0
5C54NC00048,Rob Van Grouw Dairy,Tulare,5F,2009-07-01,1,0.0,0.0,0.0
7A336666016,Avis Budget Group,Riverside,7,2001-02-01,1,0.0,0.0,0.0
5C500108001,"Turlock City, Turlock Regional Water Quality Control Facility",Stanislaus,5S,2010-06-01,1,0.0,0.0,0.0
6B150700002,Airforce Research Lab STP,Kern,6B,2002-07-01,1,0.0,0.0,0.0
7B131006011,San Pasqual USD 97-500127,Imperial,7,2003-06-01,1,0.0,0.0,0.0
6A189009N50,"Gann, Howard Edwin",Lassen,6A,1996-11-01,1,0.0,0.0,0.0
7A332240001,Pilot Travel Cntr 307,Riverside,7,2004-02-01,1,0.0,0.0,0.0
7B131304001,Pilot Knob RV Resort,Imperial,7,2003-01-01,1,0.0,0.0,0.0
5A290105001,Donner Summit PUD WWTP,Nevada,5S,2012-07-01,2,25000.0,25000.0,0.0
5A452008001,Lehigh Southwest Cement Co Mountain Gate,Shasta,5R,1983-06-01,1,0.0,0.0,0.0
7A361034011,"Motel 6 #9387",San Bernardino,7,2004-01-01,1,0.0,0.0,0.0
5A340805001,State Printing & Warehouses,Sacramento,5S,2011-01-01,1,0.0,0.0,0.0
5A320100001,Chester STP,Plumas,5R,2014-01-01,1,0.0,0.0,0.0
5B030300006,Buena Vista Class II and Class III LF Post-Closure Maintenance,Amador,5S,2000-03-01,1,0.0,0.0,0.0
5A452008001,Lehigh Southwest Cement Co Mountain Gate,Shasta,5R,2009-04-01,1,0.0,0.0,0.0
5B030104001,Sutter Creek WWTP,Amador,5S,2003-03-01,1,0.0,0.0,0.0
5B030300006,Buena Vista Class II and Class III LF Post-Closure Maintenance,Amador,5S,2006-10-01,1,0.0,0.0,0.0
5C500108001,"Turlock City, Turlock Regional Water Quality Control Facility",Stanislaus,5S,2011-09-01,1,0.0,0.0,0.0
5A452008001,Lehigh Southwest Cement Co Mountain Gate,Shasta,5R,2011-12-01,1,0.0,0.0,0.0
5A290105001,Donner Summit PUD WWTP,Nevada,5S,2013-12-01,1,0.0,0.0,0.0
5C500108001,"Turlock City, Turlock Regional Water Quality Control Facility",Stanislaus,5S,2014-03-01,2,6000.0,6000.0,0.0
5C500108001,"Turlock City, Turlock Regional Water Quality Control Facility",Stanislaus,5S,2016-08-01,1,0.0,0.0,0.0
1A171021CTRI,Kong Meng Xiong,Trinity,1,2018-05-01,1,0.0,0.0,0.0
3_27CC402200,Alvarez Property - Monterey Tilth LLC,Monterey,3,2018-12-01,1,0.0,0.0,0.0
5A040106001,Sewerage Commission Oroville Region WWTP,Butte,5R,2007-08-01,1,0.0,0.0,0.0
5A340802001,Central Heating/Cooling Fac,Sacramento,5S,2000-08-01,1,0.0,0.0,0.0
5C502025001,Bronco Winery,Stanislaus,5S,2000-06-01,1,0.0,0.0,0.0
3 271042001,Growers Ice Company,Monterey,3,2000-02-01,1,0.0,0.0,0.0
6A310080705,Lighthouse Shopping Center,Placer,6A,2001-02-01,1,0.0,0.0,0.0
3 400009004,2464 Bayview Heights Drive,San Luis Obispo,3,2005-03-01,1,0.0,0.0,0.0
5C15NC00048,Carlos Echeverria & Sons Dairy,Kern,5F,2015-06-01,1,0.0,0.0,0.0
5SSO11195,North Kern State Prison CS,Kern,5F,2016-10-01,1,0.0,0.0,0.0
1SSO10086,Yreka City CS,Siskiyou,1,2008-07-01,1,0.0,0.0,0.0
5B50NC00256,"Carl & Laurie Vieira Dairy #2",Stanislaus,5S,2014-09-01,1,0.0,0.0,0.0
5A04NC00033,Marys Gone Crackers former Signature Fruit Company Plant G,Butte,5R,2008-07-01,1,0.0,0.0,0.0
5D160700001,Lemoore NAS WWTF,Kings,5F,1986-08-01,1,0.0,0.0,0.0
2 215031001,Stafford Lake Water Treatment Plant,Marin,2,2009-07-01,1,3000.0,3000.0,0.0
5C502025001,Bronco Winery,Stanislaus,5S,2012-02-01,1,0.0,0.0,0.0
5A45NC00003,Eastside Aggregate Hat Creek,Shasta,5R,2003-02-01,1,0.0,0.0,0.0
5A310104007,Placer Cnty SMD No 1 WWTP,Placer,5S,2001-07-01,1,0.0,0.0,0.0
3 400107001,San Luis Obispo WWTP,San Luis Obispo,3,1988-05-01,1,0.0,0.0,0.0
5A280102001,Berryessa SMI Opco Lp dba Pleasure Cove Marina,Napa,5S,2000-03-01,1,0.0,0.0,0.0
6B369910001,Adelanto Class III Landfill,San Bernardino,6B,2016-08-01,1,0.0,0.0,0.0
8 335536001,"Vermeer & Goedhart Dairy #1",Riverside,8,2001-12-01,1,0.0,0.0,0.0
1B83134OHUM,Rio Dell City WWTF,Humboldt,1,2016-10-01,1,0.0,0.0,0.0
5A040106001,Sewerage Commission Oroville Region WWTP,Butte,5R,2000-02-01,2,0.0,0.0,0.0
5A45NC00003,Eastside Aggregate Hat Creek,Shasta,5R,2007-03-01,1,0.0,0.0,0.0
9 000000474,Koehler Kraft,San Diego,9,2000-05-01,1,0.0,0.0,0.0
3 400107001,San Luis Obispo WWTP,San Luis Obispo,3,2002-08-01,1,0.0,0.0,0.0
9 000000474,Koehler Kraft,San Diego,9,2005-05-01,1,0.0,0.0,0.0
3 400107001,San Luis Obispo WWTP,San Luis Obispo,3,2004-05-01,1,0.0,0.0,0.0
3 400107001,San Luis Obispo WWTP,San Luis Obispo,3,2004-08-01,1,0.0,0.0,0.0
5A170102002,Southeast Regional WW System,Lake,5S,2008-03-01,2,60000.0,60000.0,0.0
3 400107001,San Luis Obispo WWTP,San Luis Obispo,3,2005-10-01,1,0.0,0.0,0.0
7A131001011,Country Life MHPRV Asset Partners LP WWTP,Imperial,7,2015-08-01,2,0.0,0.0,0.0
5A040102001,Chico Water Pollution Control Plant,Butte,5R,2013-02-01,1,0.0,0.0,0.0
5A310104007,Placer Cnty SMD No 1 WWTP,Placer,5S,2016-05-01,1,0.0,0.0,0.0
4WIP1090974,,,,2004-05-01,1,0.0,0.0,0.0
5C15SC00049,,,,2015-03-01,1,0.0,0.0,0.0
4SLIC467,,,,2001-03-01,1,0.0,0.0,0.0
6A189011N64,,,,1991-05-01,1,0.0,0.0,0.0
2 07-0338,,,,2002-03-01,1,0.0,0.0,0.0
6A189104N10,,,,1991-05-01,1,0.0,0.0,0.0
2 49-0056,,,,2000-04-01,1,0.0,0.0,0.0
8 362310N01,,,,1987-12-01,1,0.0,0.0,0.0
5A582002N01,,,,1995-02-01,1,2500.0,2500.0,0.0
908050634,,,,2002-06-01,1,0.0,0.0,0.0
908050634,,,,2000-07-01,1,0.0,0.0,0.0
908050634,,,,2001-03-01,1,0.0,0.0,0.0
I-01378,,,,2000-02-01,1,0.0,0.0,0.0
8 302547N01,,,,1987-12-01,1,5000.0,5000.0,0.0
2 28AGT400U,,,,2001-10-01,1,0.0,0.0,0.0
I-15840,,,,2001-04-01,1,0.0,0.0,0.0
2 07-0438,,,,2000-05-01,1,0.0,0.0,0.0
2 07-0020,,,,2001-10-01,1,0.0,0.0,0.0
6A189103N19,,,,1991-05-01,1,0.0,0.0,0.0
4B191471N01,,,,2004-06-01,1,0.0,0.0,0.0
2 07-0816,,,,2001-05-01,1,0.0,0.0,0.0
4B198600170,,,,2016-11-01,1,0.0,0.0,0.0
5A11CR00030,,,,2014-12-01,1,0.0,0.0,0.0
5C10IR00001,,,,2015-07-01,1,0.0,0.0,0.0
4WIP1062017,,,,1992-07-01,1,0.0,0.0,0.0
6A189012N67,,,,1991-05-01,1,0.0,0.0,0.0
2 07-0800,,,,2000-05-01,1,0.0,0.0,0.0
6A189102N07,,,,1991-05-01,1,0.0,0.0,0.0
2 07-0818,,,,2002-01-01,1,0.0,0.0,0.0
6A189103N39,,,,1991-05-01,1,0.0,0.0,0.0
I-13094,,,,2000-04-01,1,0.0,0.0,0.0
6A099905N01,,,,1999-05-01,1,0.0,0.0,0.0
2 21-0079,,,,2001-03-01,1,0.0,0.0,0.0
2 07-0588,,,,2001-01-01,1,0.0,0.0,0.0
2 071538M10,,,,2016-07-01,1,0.0,0.0,0.0
8 362545N01,,,,1998-11-01,1,0.0,0.0,0.0
8 362307N01,,,,1987-06-01,1,0.0,0.0,0.0
5C15SC00038,,,,2001-08-01,1,0.0,0.0,0.0
1B01017RMEN,,,,2002-05-01,1,0.0,0.0,0.0
6B159007N01,,,,1996-12-01,1,0.0,0.0,0.0
5D161007N02,,,,2001-06-01,1,0.0,0.0,0.0
4SLIC365,,,,2005-05-01,1,0.0,0.0,0.0
1B910360NSO,,,,1991-07-01,1,0.0,0.0,0.0
2 07-0753,,,,2002-03-01,1,0.0,0.0,0.0
2 07-0304,,,,2001-04-01,1,0.0,0.0,0.0
2 43S0972,,,,2002-09-01,1,0.0,0.0,0.0
2 07-0756,,,,2001-04-01,1,0.0,0.0,0.0
2 38AGT387U,,,,2001-10-01,1,0.0,0.0,0.0
2 43-0517,,,,2001-12-01,1,0.0,0.0,0.0
4SLIC815,,,,2001-07-01,1,0.0,0.0,0.0
6A189012N97,,,,1991-05-01,1,0.0,0.0,0.0
2 07S0141,,,,2002-06-01,1,0.0,0.0,0.0
4B192238N03,,,,1990-11-01,1,0.0,0.0,0.0
3 270000N39,,,,1992-10-01,1,0.0,0.0,0.0
2 411538M11,,,,2013-04-01,1,0.0,0.0,0.0
2 417032N02,,,,1999-06-01,1,0.0,0.0,0.0
2 417032N02,,,,1992-11-01,1,0.0,0.0,0.0
6A098808N77,,,,1988-08-01,1,0.0,0.0,0.0
6A090406N02,,,,2004-06-01,1,0.0,0.0,0.0
4CUPA000244,,,,2002-07-01,1,0.0,0.0,0.0
2 07-0802,,,,2000-08-01,1,0.0,0.0,0.0
2 48-0154,,,,1999-04-01,1,0.0,0.0,0.0
6A098501N71,,,,1997-04-01,1,0.0,0.0,0.0
908060034,,,,2000-03-01,1,0.0,0.0,0.0
2 438346N01,,,,1994-07-01,1,0.0,0.0,0.0
6A189104N63,,,,1991-05-01,1,0.0,0.0,0.0
6A189104N81,,,,1991-05-01,1,0.0,0.0,0.0
2 38AGT392U,,,,2001-10-01,1,0.0,0.0,0.0
2 07-0002,,,,1999-09-01,1,0.0,0.0,0.0
5A34NP00026,,,,2002-10-01,1,0.0,0.0,0.0
2 38AGT238U,,,,2001-10-01,2,0.0,0.0,0.0
I-14314,,,,2000-05-01,1,0.0,0.0,0.0
2 07-0803,,,,2000-06-01,1,0.0,0.0,0.0
2 07-0747,,,,2002-01-01,1,0.0,0.0,0.0
2 07-0747,,,,2001-11-01,1,0.0,0.0,0.0
