wdid,facility_name,region,county,place_type,year,ml_risk_score,ml_risk_pct,ml_percentile,total_actions_24mo,avg_severity_24mo,total_outstanding,monetary_rate_24mo,escalation_ratio
5C10NC00105,Sean Hodges Dairy,5F,Fresno,Animal Feeding,2005,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5B39NC00128,Dirk Hofman,5S,San Joaquin,Animal Feeding,2016,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5C10NC00042,Iraizoz Dairy,5F,Fresno,Animal Feeding,2016,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5B50NC00109,"Meirinho West, Inc.",5S,Stanislaus,Animal Feeding,2016,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
I-02441,Southland Federal Enterprise,4,0,Facility,2003,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
3 351000001,Ridgemark Estates WWTP,3,San Benito,Wastewater Treatment Facility,2012,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5A571005001,Dunnigan WWTF,5S,Yolo,Wastewater Treatment Facility,2013,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5A310100001,Auburn WWTP,5S,Placer,Wastewater Treatment Facility,2017,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5SSO10958,Grass Valley City CS,5S,Nevada,Collection_System,2016,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5SSO10941,El Dorado Hills CS,5S,El Dorado,Collection_System,2014,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5D152041001,Mckittrick Facility - Class 2 Landfill,5F,Kern,Land fill,2004,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5SSO10901-C,City of Sacramento Combined CS,5S,Sacramento,Collection_System,2014,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
5SSO10983,Lake of The Pines CS,5S,Nevada,Collection_System,2014,0.009280700084263061,0.9,27.6,3,3.0,0.0,0.0,1.0
900010034,Union Oil,4,0,Facility,2002,0.009258069104040064,0.9,26.8,4,2.75,0.0,0.0,1.0
913350725,Don Thio Property,4,0,Facility,2002,0.009258069104040064,0.9,26.8,4,2.75,0.0,0.0,1.0
5D545097N01,Four Star #4 Dairy,5F,Tulare,Animal Feeding,2012,0.009258069104040064,0.9,26.8,4,2.75,0.0,0.0,1.0
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Surface Impoundment,2006,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
I-14314,CONOCO Inc,4,0,Facility,2002,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
5A45CR,Chandler Property Illegal Fill discharge,5R,Shasta,Dredge/Fill Site,2016,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
4B196400043,Grifols Biologicals Inc.,4,Los Angeles,"Service/Commercial Site, NEC",2006,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
4B196000027,Two Calif Plaza/Equity Office,4,Los Angeles,Facility,2006,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
4B192140001,"Praxair, Wilmington",4,Los Angeles,Facility,2006,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
5D540300010,Woodlake SWDS,5F,Tulare,Land fill,2011,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
5B072014008,Contra Costa Power Plant Antioch,5S,Contra Costa,Power Plant,2011,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
5A581000001,Quail Ridge RV Park (formerly Seven Lakes Resort),5S,Yuba,Mobile Home Park,2017,0.009243251593805351,0.9,26.5,3,3.0,0.0,0.0,1.0
9 000000169,"Plant #13, Twin Lakes",9,San Diego,Wastewater Treatment Facility,2002,0.009185267864451695,0.9,26.1,5,3.0,0.0,0.0,1.0
9 000000162,"Plant #02, San Luis Rey",9,San Diego,Facility,2002,0.009185267864451695,0.9,26.1,5,3.0,0.0,0.0,1.0
6A099601005,Ski Run Marina Village,6A,El Dorado,Facility,2002,0.00915342314381885,0.9,26.0,5,2.3333333333333335,0.0,0.0,1.0
6A090406008,Angora Creek SEZ Restoration,6A,El Dorado,Dredge/Fill Site,2008,0.009135539136974362,0.9,26.0,3,5.0,0.0,0.6666666666666666,1.0
2 019029001,TRI-Cities Landfill,2,Alameda,Land fill,2004,0.009131815819681251,0.9,25.9,5,1.125,0.0,0.0,1.0
9 000001039,Murrieta Storm Drain Improvement Proj,9,Riverside,Dredge/Fill Site,2006,0.009124891464859295,0.9,25.8,4,2.1666666666666665,0.0,0.0,1.0
6A03CT1A733,Caltrans ED 50 (Trout Creek-Ski Run),6A,El Dorado,Facility,2015,0.009123775676567253,0.9,25.8,6,1.4,0.0,0.0,1.0
5C500300002,Bonzi GW Treat System,5S,Stanislaus,Facility,2003,0.009105528513345321,0.9,25.7,4,2.6666666666666665,0.0,0.0,1.0
2 28S0039,Bozzini/Valley Cleaners,2,0,Facility,2004,0.009071957413604545,0.9,25.6,5,2.0,0.0,0.0,1.0
2 07-0123,Former Silver Star Gas Station,2,0,Facility,2003,0.009071957413604545,0.9,25.6,5,2.0,0.0,0.0,1.0
3 272083001,Associated Tagline Chemicals,3,Monterey,Fertilizer and Pesticide Handling,2006,0.00904229507172816,0.9,25.5,3,2.6666666666666665,0.0,0.0,1.0
4SLIC895,Former Chatsworth Plating,4,0,Facility,2002,0.009041085264689263,0.9,25.4,3,2.6666666666666665,0.0,0.0,1.0
908130225,Dorothy Patterson Prop(Former),4,0,Facility,2002,0.009041085264689263,0.9,25.4,3,2.6666666666666665,0.0,0.0,1.0
9 000000920,76 Station 5965 San Marcos Village Remed/Dewatering-Enrollee Under Gen NPDES,9,San Diego,Facility,2004,0.009041085264689263,0.9,25.4,3,2.6666666666666665,0.0,0.0,1.0
2 48-0039,American Gas & Mini Mart,2,0,Facility,2003,0.009041085264689263,0.9,25.4,3,2.6666666666666665,0.0,0.0,1.0
5D150303001,Arvin Sanitary Landfill,5F,Kern,Land fill,2002,0.009015266156897257,0.9,25.2,4,2.3333333333333335,0.0,0.0,1.0
9 000000773,Leucadia Wastewater District CS,9,San Diego,Collection_System,2005,0.009015266156897257,0.9,25.2,4,2.3333333333333335,0.0,0.0,1.0
4B199010001,Whittier Facility,4,Los Angeles,Facility,2002,0.009009532483596955,0.9,25.1,3,4.666666666666667,0.0,0.3333333333333333,1.0
900470043,Manchester-St Andrews Car Wash,4,0,Facility,2003,0.008922069138915292,0.9,25.0,5,2.3333333333333335,0.0,0.0,1.0
7A130113011,Imperial CCD WWTP,7,Imperial,Wastewater Treatment Facility,2011,0.008905167374978368,0.9,25.0,4,2.25,0.0,0.0,1.0
7A331030001,Oasis Hot Springs MHP,7,Riverside,Facility,2006,0.008890181725691247,0.9,24.9,4,2.1666666666666665,0.0,0.0,1.0
5A04NC00002,Paradise Touchless Carwash,5R,Butte,"Service/Commercial Site, NEC",2009,0.00887973025614788,0.9,24.8,4,1.3333333333333333,0.0,0.0,1.0
3 270100009,Pasadera Reclamation Facility (Producer),3,Monterey,Wastewater Treatment Facility,2006,0.00887973025614788,0.9,24.8,4,1.3333333333333333,0.0,0.0,1.0
5A040121001,Mops Inc,5R,Butte,"Residence, NEC",2008,0.008873526135838106,0.9,24.7,5,2.0,0.0,0.0,1.0
2 417178001,San Carlos Bulk Storage AGT,2,0,Facility,2003,0.008861534493052011,0.9,24.7,11,1.9444444444444444,0.0,0.0,1.0
4B191318001,Former Menasco Aerospace Facility,4,Los Angeles,"Service/Commercial Site, NEC",2006,0.008842078545139754,0.9,24.6,4,4.333333333333333,0.0,0.25,1.0
908130343,"Tire Chemicals, Inc.",4,0,Facility,2002,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
7A361272001,Alamo Laundromat,7,San Bernardino,"Service/Commercial Site, NEC",2005,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00100,Bos Farms LP,5F,Tulare,Animal Feeding,2004,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
5A047300N01,USA Gasoline SS 204,5R,Butte,Facility,2001,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00120,Chris De Jong Dairy,5F,Tulare,Animal Feeding,2012,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
5B20NC00045,Silveira Dairy-Heifers,5F,Madera,Animal Feeding,2004,0.008803840702942201,0.9,24.4,3,2.6666666666666665,0.0,0.0,1.0
5C54NC00134,Henry A. Garcia and Son Dairy,5F,Tulare,Animal Feeding,2011,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
5D105023N01,"Harlan Avenue Holding, LLC (Closed)",5F,Fresno,Irrigated Lands,2013,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
4SLIC747,Alameda Corridor-LA Bridge,4,0,Facility,2003,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
5C240100001,Former Atwater WWTF Sludge Drying Beds,5F,Merced,Wastewater Treatment Facility,2011,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
900640071,ARCO Power Gas Station,4,0,Facility,2002,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
5A341057N02,14TH Avenue LF - West,5S,0,Waste Management Unit,2004,0.00880266251632428,0.9,24.0,3,2.6666666666666665,0.0,0.0,1.0
9 000261N97,"Jankovich & Sons, Inc",9,San Diego,Facility,2002,0.008786779482207699,0.9,23.8,4,2.6666666666666665,0.0,0.0,1.0
8 332196001,Creekside MHP WWTP,8,Riverside,Wastewater Treatment Facility,2004,0.008728585555118969,0.9,23.7,8,1.0,0.0,0.0,1.0
4B196000360,The Tower,4,Los Angeles,Facility,2002,0.008721084009619165,0.9,23.7,5,3.75,0.0,0.2,1.0
I-21896,Markstein Property Former,4,0,Facility,2002,0.008698173076360288,0.9,23.6,3,2.6666666666666665,0.0,0.0,1.0
7A131339001,Bioremediation Reactor 00-120,7,Imperial,Facility,2004,0.008697252528278887,0.9,23.5,8,3.6666666666666665,0.0,0.125,1.0
2 283033001,American Canyon Sani Lndfl,2,Solano,Land fill,2004,0.008693813416279415,0.9,23.5,4,1.5,0.0,0.0,1.0
5A041041001,Keefer Creek Subdivision Phase II,5R,Butte,Collection_System,2012,0.008677446489967013,0.9,23.4,4,2.0,0.0,0.0,1.0
7A360702021,USMC Camp Wilson WWTP,7,San Bernardino,Facility,2006,0.008677446489967013,0.9,23.4,4,2.0,0.0,0.0,1.0
9 000000743,Carlsbad City CS,9,San Diego,Collection_System,2006,0.008676059875267182,0.9,23.3,4,2.25,0.0,0.0,1.0
3 400804226,First Street Dewatering,3,San Luis Obispo,Facility,2007,0.008676059875267182,0.9,23.3,4,2.25,0.0,0.0,1.0
5B50NC00172,Silva Ranch,5S,Stanislaus,Animal Feeding,2012,0.00866305458300948,0.9,23.2,3,2.6666666666666665,0.0,0.0,1.0
5D162027001,Baker Commodities Hanford Facility,5F,Kings,Rendering,2014,0.008598051263362607,0.9,23.1,6,2.4,0.0,0.0,1.0
7B361009011,River Shore Estates 94-046,7,San Bernardino,Facility,2003,0.008582317936504765,0.9,23.0,4,2.5,0.0,0.0,1.0
2 48S0046,Benicia Industrial Park,2,0,Facility,2004,0.008581014149790327,0.9,22.9,8,2.0,0.0,0.0,1.0
2 07-0233,Former Pepsi Cola Bottling Co,2,0,Facility,2003,0.008581014149790327,0.9,22.9,8,2.0,0.0,0.0,1.0
5B50NC00250,CMC Landholdings LLC #2,5S,Stanislaus,Animal Feeding,2017,0.008581001570623694,0.9,22.9,3,4.666666666666667,0.0,0.6666666666666666,1.0
5C54NC00072,LOURENCO RANCH (heifer facility),5F,Tulare,Animal Feeding,2012,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
8 332539001,"Greenwaste, Corona",8,Riverside,Facility,2004,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
4B196000591,Anaheim Emergency Storm Drain,4,Los Angeles,Facility,2004,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
3 401010001,Santa Margarita Lake Campground,3,San Luis Obispo,Campground,2006,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
7A331039001,Sunline Trans Agency 97-119,7,Riverside,Facility,2004,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
3 420122001,Los Prietos Boys Camp,3,Santa Barbara,Prison,2006,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
5B391066001,S.M.S. Briners,5S,San Joaquin,Surface Impoundment,2017,0.008574256962244573,0.9,22.6,3,2.3333333333333335,0.0,0.0,1.0
2 07-0818,Lee Property,2,0,Facility,2003,0.008494267209908746,0.8,22.4,5,2.0,0.0,0.0,1.0
2 417075001,Hillside Lndfl Colma Dump,2,San Mateo,Land fill,2005,0.008483581846237138,0.8,22.3,4,2.0,0.0,0.0,1.0
4B190371001,Durbin Landfill,4,Los Angeles,Land fill,2010,0.008478193481808869,0.8,22.2,5,2.875,0.0,0.0,1.0
6B260110N02,Construction Sites < 5 Acres,6B,Mono,Facility,2003,0.008475271834775663,0.8,22.2,4,2.1666666666666665,0.0,0.0,1.0
5D151054001,I5 Eastside Wastewater Discharge Ponds,5F,Kern,Wastewater Treatment Facility,2003,0.008472773949098532,0.8,22.1,3,2.6666666666666665,0.0,0.0,1.0
4SSO10370,Beverly Hills City CS,4,Los Angeles,Collection_System,2014,0.008445849163182492,0.8,22.0,5,2.4,0.0,0.0,1.0
5C54NC00172,Four Family K Dairy (Vacant),5F,Tulare,Animal Feeding,2012,0.008445567325386458,0.8,21.9,3,2.3333333333333335,0.0,0.0,1.0
7A361030001,Vista DEL Sol I,7,San Bernardino,Facility,2005,0.008445567325386458,0.8,21.9,3,2.3333333333333335,0.0,0.0,1.0
2 07-0741,San Pablo Gas & Mini Mart,2,0,Facility,2003,0.008435021443895902,0.8,21.8,7,2.0,0.0,0.0,1.0
2 07-0508,"478 Appian, Richmnd, Shell Stn",2,0,Facility,2003,0.008435021443895902,0.8,21.8,7,2.0,0.0,0.0,1.0
2 071048N03,Former Tosco,2,0,Manufacturing,2003,0.008412337354003777,0.8,21.7,8,1.5,0.0,0.0,1.0
5D102099001,Salwasser North Plant,5F,Fresno,Food Processing NEC,2002,0.008393563178464387,0.8,21.7,3,2.6666666666666665,0.0,0.0,1.0
5A041052001,Tuscan Ridge Golf Club,5R,Butte,Outdoor Event Venue,2008,0.008388386394657981,0.8,21.6,6,1.875,0.0,0.0,1.0
2 07-0712,Scaife Property,2,0,Facility,2003,0.008388386394657981,0.8,21.6,6,2.0,0.0,0.0,1.0
5B391077001,French Camp RV Park and Golf Course,5S,San Joaquin,Campground,2011,0.00836886303177381,0.8,21.5,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B196800017,Fairchild Fasteners Screwcorp,4,Los Angeles,Manufacturing NEC,2003,0.00836886303177381,0.8,21.5,3,4.333333333333333,0.0,0.3333333333333333,1.0
6B368070025,Melina Square,6B,San Bernardino,"Service/Commercial Site, NEC",2017,0.008362823466482596,0.8,21.4,4,1.5,0.0,0.0,1.0
2 21-0030,Former Chevron SS #9-6151,2,0,Facility,2001,0.008356617112979466,0.8,21.2,5,2.0,0.0,0.0,1.0
2 21-0265,Public Safety Building,2,0,Facility,2002,0.008356617112979466,0.8,21.2,5,2.0,0.0,0.0,1.0
2 07-0218,New West Gas,2,0,Facility,2003,0.008356617112979466,0.8,21.2,5,2.0,0.0,0.0,1.0
I-14989,Southeast Towing,4,0,Facility,2002,0.008324778856747617,0.8,21.1,4,2.5,0.0,0.0,1.0
4SSO10367,Bell City CS,4,Los Angeles,Collection_System,2014,0.00831871949628186,0.8,21.0,3,2.6666666666666665,0.0,0.0,1.0
2 07-0539,Just Cheap Gas and Food Martfs,2,0,Facility,2003,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
7A361041021,Hi-Desert Memorial 94-007,7,San Bernardino,Facility,2005,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 07-0753,Salesian High School,2,0,Facility,2004,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 07-0808,McDonalds,2,0,Facility,2003,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 43S0994,Nortel Network,2,0,Facility,2004,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 07-0310,Stop & Shop Market,2,0,Facility,2003,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 43S0072,Unisys Corp,2,0,Facility,2004,0.008281298480424996,0.8,20.8,4,2.0,0.0,0.0,1.0
2 07-0744,Exxon Service Station #7-8471,2,0,Facility,2003,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
2 28S0043,Former Sunshine Auto Salvage,2,0,Facility,2003,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
9 000200N89,Former Unocal Site,9,San Diego,Facility,2002,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
R-10971,Atlantic Car Wash,4,0,Facility,2001,0.008226013147929544,0.8,20.4,4,1.6666666666666667,0.0,0.0,1.0
900380443,Massachi  Chevron,4,0,Facility,2003,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
2 48S0038,Former Mission Dry Cleaners,2,0,Facility,2002,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
2 07-0068,Martinez Auto Wash & Service,2,Contra Costa,Facility,2002,0.008226013147929544,0.8,20.4,4,2.0,0.0,0.0,1.0
2 07-0126,Erickson Inc,2,0,Facility,2003,0.008177529007094083,0.8,20.1,4,2.25,0.0,0.0,1.0
2 07-0570,Anthony Auto Wreckers,2,0,Facility,2003,0.00817208541903669,0.8,20.0,6,2.0,0.0,0.0,1.0
3 442030001,Nutrien Watsonville Facility (Former Crop Production Service),3,Santa Cruz,Fertilizer and Pesticide Handling,2005,0.008135749066585244,0.8,20.0,4,2.1666666666666665,0.0,0.0,1.0
7A136666033,IID No. Consolidated,7,Imperial,"Service/Commercial Site, NEC",2005,0.008134125011394914,0.8,19.9,5,2.375,0.0,0.0,1.0
3 401016001,Mustang Village Mobile Home Park,3,San Luis Obispo,Mobile Home Park,2006,0.008122125504829963,0.8,19.8,3,2.3333333333333335,0.0,0.0,1.0
3 270206018,Jekel Vineyards,3,Kern,Facility,2006,0.008122125504829963,0.8,19.8,3,2.3333333333333335,0.0,0.0,1.0
I-02100,Slauson Gas & Mart,4,0,Facility,2003,0.008104837948183029,0.8,19.7,4,2.5,0.0,0.0,1.0
6B361211002,Lake Gregory Sediment Management (Swim Area),6B,San Bernardino,Dredge/Fill Site,2015,0.008043306107350998,0.8,19.6,3,1.6666666666666667,0.0,0.0,1.0
8 335104001,Marvo Holsteins #2,8,Riverside,Animal Feeding,2004,0.008043306107350998,0.8,19.6,3,1.6666666666666667,0.0,0.0,1.0
8 335599001,M. T. Precie & Son Dairy,8,Riverside,Animal Feeding,2003,0.008043306107350998,0.8,19.6,3,1.6666666666666667,0.0,0.0,1.0
7A331005001,Rancho Mirage MH Vill 97-50088,7,Riverside,Facility,2004,0.008040364616144897,0.8,19.5,3,2.0,0.0,0.0,1.0
5D540101001,Dinuba WWTF,5F,Tulare,Wastewater Treatment Facility,2004,0.008031132918336835,0.8,19.4,4,1.25,0.0,0.0,1.0
2 21-0353,Former Exxon/Chevron Station,2,0,Facility,2003,0.008009923624420663,0.8,19.4,6,2.0,0.0,0.0,1.0
8 360304021,San Timoteo Sanitary Landfill,8,San Bernardino,Land fill,2003,0.00799904899452039,0.8,19.3,4,2.3333333333333335,0.0,0.0,1.0
5A345006001,"California Sprout, LLC Sacramento Facility",5S,Sacramento,Domestic Site NEC,2016,0.007998539281116093,0.8,19.2,3,4.333333333333333,0.0,0.3333333333333333,1.0
3 400001N04,Sultan Automotive,3,0,Facility,2005,0.007991579982373011,0.8,19.2,3,4.0,0.0,0.3333333333333333,1.0
9 000000787,Meadowlark CS,9,San Diego,Collection_System,2005,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
7B332189002,Synagro W Colorado 97-027,7,Riverside,Facility,2001,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
5C54NC00002,Dykstra Dairy,5F,Tulare,Animal Feeding,2005,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
7A371010011,El Rancho Trailer 97-50055,7,San Diego,Facility,2005,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
9 000000777,Padre Dam CS,9,San Diego,Collection_System,2005,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
34213WQ03,"34213WQ03 401 Certification Fish Passage Improvement at Crossing 1, Quiota Creek",3,Santa Barbara,Dredge/Fill Site,2017,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
3 271500001,Red Barn Commercial Center,3,Monterey,"Service/Commercial Site, NEC",2007,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
5D165100001,Tony Cox & Family Dairy,5F,Kings,Animal Feeding,2004,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
2 011538M10,"OAKLAND, CITY OF - MS4 Storm Water",2,0,Utility,2014,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
2 011538M09,"Newark, City of - MS4 Storm Water",2,0,Utility,2014,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
5A321001001,Crocker Mountain Estates STP,5R,Plumas,Wastewater Treatment Facility,2010,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
7A332189003,Synagro W Whitewater 97-028,7,Riverside,Facility,2001,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
4WIP1135284,Mason Electric Company,4,Los Angeles,Facility,2002,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
2 431538M11,"Santa Clara, City -Storm Water",2,0,Utility,2014,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
5D545042002,J R Dairy,5F,Tulare,Animal Feeding,2003,0.007990820908667942,0.8,18.7,3,2.3333333333333335,0.0,0.0,1.0
2 48S0042,Fairfield Cleaners,2,0,Facility,2003,0.00797028196512647,0.8,18.2,5,2.0,0.0,0.0,1.0
2 07-0144,Food & Liquor,2,0,Facility,2003,0.00797028196512647,0.8,18.2,5,2.0,0.0,0.0,1.0
3 400001N01,Higuera Street Bridge Project,3,0,Facility,2002,0.007962932254222992,0.8,18.1,3,4.0,0.0,0.3333333333333333,1.0
5B072050003,Wilbur Ave East Power Plant Antioch (Site IV),5S,Contra Costa,Power Plant,2013,0.007936390149475402,0.8,17.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
9 000000807,RCWD Watr Prod Well#121 Dewatr,9,Riverside,Facility,2004,0.007936390149475402,0.8,17.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B196400046,Parking Structure 213 S.Spring,4,Los Angeles,Facility,2003,0.007936390149475402,0.8,17.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
2 07S0141,Fontaine Cleaners,2,0,Facility,2004,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
2 21S0027,"1430 S Novato, Frmr 7to7 Clenr",2,0,Facility,2004,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
2 07-0019,Arco SS #2128,2,0,Facility,2003,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
7B331003001,Mayflower Park,7,Riverside,Campground,2005,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
2 07-0338,Beacon Station #3714,2,0,Facility,2003,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
2 07-0257,W. Contra Costa School Dist,2,0,Facility,2003,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
5C202007001,Mission Bell Winery,5F,Madera,Winery,2013,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
2 07-0299,Former Shell Service Station,2,0,Facility,2004,0.00792816317212923,0.8,17.6,3,2.0,0.0,0.0,1.0
5A310104018,Placer Cnty SMD No 3,5S,Placer,Wastewater Treatment Facility,2017,0.007924794650379248,0.8,17.3,3,4.333333333333333,16500.0,0.3333333333333333,1.0
7A331314001,Shadow Hills RV Resort,7,Riverside,Campground,2006,0.007920483366325753,0.8,17.2,5,2.375,0.0,0.0,1.0
2 07-0695,Chevron,2,0,Facility,2002,0.007917056380111406,0.8,17.2,5,2.0,0.0,0.0,1.0
7A361003001,Sunnyslope Apts,7,San Bernardino,Facility,2003,0.007914478429023,0.8,17.1,4,2.1666666666666665,0.0,0.0,1.0
2 438014002,Singleton Rd Landfill,2,Santa Clara,Land fill,2004,0.007902092140860113,0.8,17.1,8,1.5555555555555554,0.0,0.0,1.0
5D102069001,Nordman Reedley Distillery,5F,Fresno,Food Processing NEC,2011,0.007870818450790398,0.8,17.0,3,2.3333333333333335,0.0,0.0,1.0
6B361105007,Heaps Peak Leachate Treatment & Disposal System,6B,San Bernardino,Land fill,2017,0.00786445694386995,0.8,16.9,3,1.3333333333333333,0.0,0.0,1.0
6B360115009,Community of Wrightwood,6B,San Bernardino,Facility,2012,0.00786445694386995,0.8,16.9,3,1.0,0.0,0.0,1.0
6B150111001,Mojave STP,6B,Kern,Wastewater Treatment Facility,2017,0.00786445694386995,0.8,16.9,3,1.0,0.0,0.0,1.0
2 07-0162,Superior Car Wash,2,0,Facility,2003,0.007831901413012753,0.8,16.7,6,2.0,0.0,0.0,1.0
2 07-0820,"5500 Central,Richmd, Shell Stn",2,0,Facility,2003,0.007831901413012753,0.8,16.7,6,2.0,0.0,0.0,1.0
2 07-0033,Bettermade Foods Company,2,0,Facility,2003,0.007831901413012753,0.8,16.7,6,2.0,0.0,0.0,1.0
7A330104021,Coachella Sanitary Dist,7,Riverside,Facility,2005,0.007824119163369938,0.8,16.6,5,2.0,0.0,0.0,1.0
R-21111,Bel Aire Car Wash,4,0,Facility,2002,0.007820842706093956,0.8,16.5,4,2.5,0.0,0.0,1.0
2 07-0733,Beacon,2,0,Facility,2003,0.007812495085030309,0.8,16.4,7,2.0,0.0,0.0,1.0
4B196600110,Unocal SS #5894,4,Los Angeles,"Service/Commercial Site, NEC",2002,0.007779338859978452,0.8,16.4,3,4.333333333333333,0.0,0.3333333333333333,1.0
9 000000336,San Pasqual Academy,9,San Diego,"Service/Commercial Site, NEC",2011,0.00776396375904177,0.8,16.3,4,2.5,0.0,0.0,1.0
2 07-0507,Delvatti Property,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
2 07-0804,Sugar City Building Materials,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
2 07-0786,Gas 4 Less,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
2 07-0817,CalTrans Hercules Maintainance,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
2 07S0121,Tucker Property,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
2 21-0100,Novato School Vmf,2,0,Facility,2003,0.007750009981708219,0.8,16.1,4,2.0,0.0,0.0,1.0
